video_title,site_name,recorded_at,nest_id,x1,y1,x2,y2
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,1,365.0,107.0,387.0,123.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,2,421.0,106.0,443.0,122.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,3,478.0,106.0,500.0,122.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,4,537.0,106.0,559.0,122.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,5,596.0,107.0,618.0,123.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,6,657.0,108.0,679.0,124.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,7,715.0,108.0,737.0,124.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,8,775.0,109.0,797.0,125.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,9,838.0,111.0,860.0,127.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,10,894.0,114.0,916.0,130.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,11,362.0,193.0,384.0,209.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,12,419.0,194.0,441.0,210.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,13,475.0,194.0,497.0,210.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,14,535.0,195.0,557.0,211.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,15,594.0,195.0,616.0,211.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,16,656.0,196.0,678.0,212.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,17,714.0,195.0,736.0,211.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,18,774.0,197.0,796.0,213.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,19,835.0,198.0,857.0,214.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,20,893.0,200.0,915.0,216.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,21,365.0,279.0,387.0,295.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,22,420.0,280.0,442.0,296.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,23,479.0,281.0,501.0,297.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,24,537.0,282.0,559.0,298.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,25,599.0,283.0,621.0,299.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,26,661.0,284.0,683.0,300.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,27,720.0,285.0,742.0,301.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,28,777.0,285.0,799.0,301.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,29,839.0,286.0,861.0,302.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,30,895.0,286.0,917.0,302.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,31,360.0,448.0,382.0,464.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,32,411.0,452.0,433.0,468.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,33,470.0,453.0,492.0,469.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,34,526.0,456.0,548.0,472.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,35,586.0,457.0,608.0,473.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,36,649.0,457.0,671.0,473.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,37,708.0,458.0,730.0,474.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,38,768.0,459.0,790.0,475.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,39,828.0,459.0,850.0,475.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,40,886.0,458.0,908.0,474.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,41,364.0,534.0,386.0,550.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,42,417.0,537.0,439.0,553.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,43,476.0,539.0,498.0,555.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,44,536.0,541.0,558.0,557.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,45,593.0,543.0,615.0,559.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,46,654.0,543.0,676.0,559.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,47,713.0,543.0,735.0,559.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,48,772.0,543.0,794.0,559.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,49,831.0,542.0,853.0,558.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,50,887.0,541.0,909.0,557.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,51,361.0,614.0,383.0,630.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,52,414.0,619.0,436.0,635.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,53,468.0,622.0,490.0,638.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,54,526.0,624.0,548.0,640.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,55,585.0,626.0,607.0,642.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,56,644.0,628.0,666.0,644.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,57,700.0,628.0,722.0,644.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,58,760.0,628.0,782.0,644.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,59,817.0,627.0,839.0,643.0
cvprmendels_2024-04-30_09_00_00,cvprmendels,2024-04-30T09:00:00+00:00,60,875.0,623.0,897.0,639.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,1,365.0,106.0,387.0,122.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,2,421.0,106.0,443.0,122.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,3,478.0,105.0,500.0,121.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,4,537.0,105.0,559.0,121.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,5,596.0,106.0,618.0,122.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,6,657.0,107.0,679.0,123.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,7,715.0,108.0,737.0,124.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,8,775.0,109.0,797.0,125.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,9,838.0,110.0,860.0,126.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,10,895.0,113.0,917.0,129.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,11,362.0,193.0,384.0,209.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,12,419.0,193.0,441.0,209.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,13,475.0,193.0,497.0,209.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,14,535.0,195.0,557.0,211.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,15,594.0,194.0,616.0,210.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,16,656.0,195.0,678.0,211.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,17,714.0,195.0,736.0,211.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,18,774.0,196.0,796.0,212.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,19,835.0,198.0,857.0,214.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,20,893.0,199.0,915.0,215.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,21,365.0,279.0,387.0,295.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,22,420.0,279.0,442.0,295.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,23,479.0,281.0,501.0,297.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,24,537.0,282.0,559.0,298.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,25,598.0,283.0,620.0,299.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,26,661.0,284.0,683.0,300.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,27,720.0,284.0,742.0,300.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,28,777.0,284.0,799.0,300.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,29,838.0,285.0,860.0,301.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,30,895.0,286.0,917.0,302.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,31,360.0,448.0,382.0,464.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,32,411.0,451.0,433.0,467.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,33,470.0,453.0,492.0,469.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,34,526.0,455.0,548.0,471.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,35,586.0,457.0,608.0,473.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,36,649.0,457.0,671.0,473.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,37,708.0,457.0,730.0,473.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,38,768.0,459.0,790.0,475.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,39,828.0,458.0,850.0,474.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,40,886.0,458.0,908.0,474.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,41,364.0,534.0,386.0,550.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,42,417.0,537.0,439.0,553.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,43,476.0,539.0,498.0,555.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,44,536.0,541.0,558.0,557.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,45,593.0,543.0,615.0,559.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,46,653.0,543.0,675.0,559.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,47,713.0,543.0,735.0,559.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,48,771.0,543.0,793.0,559.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,49,831.0,542.0,853.0,558.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,50,887.0,540.0,909.0,556.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,51,360.0,613.0,382.0,629.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,52,414.0,618.0,436.0,634.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,53,468.0,623.0,490.0,639.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,54,526.0,624.0,548.0,640.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,55,585.0,626.0,607.0,642.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,56,644.0,628.0,666.0,644.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,57,700.0,628.0,722.0,644.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,58,759.0,628.0,781.0,644.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,59,817.0,627.0,839.0,643.0
cvprmendels_2024-04-30_09_10_01,cvprmendels,2024-04-30T09:10:01+00:00,60,875.0,624.0,897.0,640.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,1,365.0,106.0,387.0,122.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,2,421.0,106.0,443.0,122.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,3,477.0,106.0,499.0,122.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,4,537.0,105.0,559.0,121.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,5,596.0,106.0,618.0,122.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,6,657.0,107.0,679.0,123.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,7,715.0,108.0,737.0,124.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,8,775.0,109.0,797.0,125.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,9,838.0,110.0,860.0,126.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,10,894.0,113.0,916.0,129.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,11,362.0,193.0,384.0,209.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,12,419.0,194.0,441.0,210.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,13,475.0,194.0,497.0,210.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,14,535.0,194.0,557.0,210.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,15,594.0,194.0,616.0,210.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,16,656.0,195.0,678.0,211.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,17,714.0,195.0,736.0,211.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,18,774.0,196.0,796.0,212.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,19,835.0,197.0,857.0,213.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,20,893.0,199.0,915.0,215.0
cvprmendels_2024-04-30_09_20_00,cvprmendels,2024-04-30T09:20:00+00:00,21,365.0,279.0,387.0,295.0
